contract_transaction_unique_key,award_id_piid,recipient_name,awarding_agency_name,awarding_sub_agency_name,product_or_service_code_description,naics_description,action_date,federal_action_obligation,total_dollars_obligated,extent_competed,type_of_contract_pricing,award_type
3600_-NONE-_36C24719C0014_P00012_-NONE-_0,36C24719C0014,WERFEN USA LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2023-10-01,34650.96,336715.12,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24721C0110_P00006_-NONE-_0,36C24721C0110,"AMERICAN NATIONAL RED CROSS, THE",Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- OTHER,BLOOD AND ORGAN BANKS,2023-10-16,-194931.73,1940946.49,NOT AVAILABLE FOR COMPETITION,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24724P0564_0_-NONE-_0,36C24724P0564,PANACEA CONSTRUCTION GROUP LLC,Department of Veterans Affairs,Department of Veterans Affairs,MAINTENANCE OF HOSPITALS AND INFIRMARIES,OTHER BUILDING EQUIPMENT CONTRACTORS,2024-03-07,105920.0,105920.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24423P0812_P00002_-NONE-_0,36C24423P0812,"ALCON VISION, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-08-27,19180.0,38360.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24424C0039_0_-NONE-_0,36C24424C0039,"AMERICAN NATIONAL RED CROSS, THE",Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- SURGERY,BLOOD AND ORGAN BANKS,2024-09-27,5720.0,5698.0,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24424P0478_0_-NONE-_0,36C24424P0478,DGA MEDICAL LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING,2024-04-04,12798.0,12798.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24524P0278_0_-NONE-_0,36C24524P0278,"WRIGHT MEDICAL TECHNOLOGY, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,2024-01-10,25137.95,25137.95,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24124P0236_P00001_-NONE-_0,36C24124P0236,ENCORE HOLDINGS LLC,Department of Veterans Affairs,Department of Veterans Affairs,MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT,COMPUTER FACILITIES MANAGEMENT SERVICES,2024-09-25,0.0,989287.92,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24124P0868_0_-NONE-_0,36C24124P0868,"FOUR POINTS TECHNOLOGY, L.L.C.",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-08-06,118693.06,118693.06,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24818P0309_P00011_-NONE-_0,36C24818P0309,WATER TREATMENT SPECIALISTS INC.,Department of Veterans Affairs,Department of Veterans Affairs,MAINT/REPAIR/REBUILD OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,WATER SUPPLY AND IRRIGATION SYSTEMS,2024-03-14,-53257.41,752531.68,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24619P0771_P00017_-NONE-_0,36C24619P0771,UNIFIRST CORPORATION,Department of Veterans Affairs,Department of Veterans Affairs,HOUSEKEEPING- LAUNDRY/DRYCLEANING,INDUSTRIAL LAUNDERERS,2023-11-09,-155.02,265742.06,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26124P1663_0_-NONE-_0,36C26124P1663,ELEV8 MOBILITY INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-08-30,14987.71,14987.71,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26221P1921_P00001_-NONE-_0,36C26221P1921,YACKO CONSTRUCTION INC,Department of Veterans Affairs,Department of Veterans Affairs,REPAIR OR ALTERATION OF HOSPITALS AND INFIRMARIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,2023-11-03,-3010.0,74765.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24224P0914_0_-NONE-_0,36C24224P0914,MYOMO INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-03-21,31635.0,31635.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24824P1546_0_-NONE-_0,36C24824P1546,VENERGY GROUP LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",2024-05-29,148734.47,148734.47,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24824P1966_P00001_-NONE-_0,36C24824P1966,EXPRESS ORTHOTICS & PROSTHETICS INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-09-16,-11070.05,0.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24919C0167_P00008_-NONE-_0,36C24919C0167,THERAKOS LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-09-11,-3964.0,158320.0,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C26223P1564_P00003_-NONE-_0,36C26223P1564,AGILITI HEALTH INC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-04-10,3382.07,115882.07,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26224P0363_0_-NONE-_0,36C26224P0363,TOTAL MOBILITY & ACCESSIBILITY OF ARIZONA LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2023-12-04,22718.82,22718.82,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26224P1092_0_-NONE-_0,36C26224P1092,"MOBILITY WORKS OF CALIFORNIA, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-03-29,14825.0,14825.0,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24623P0166_P00002_-NONE-_0,36C24623P0166,"GETINGE USA SALES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2023-10-16,66254.88,127257.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24623P0526_P00001_-NONE-_0,36C24623P0526,VETERANS FIRE AND LIFE SAFETY CORPORATION,Department of Veterans Affairs,Department of Veterans Affairs,HOUSEKEEPING- FIRE PROTECTION,DRYWALL AND INSULATION CONTRACTORS,2024-02-01,59000.0,188500.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24624P1928_0_-NONE-_0,36C24624P1928,"MP ACQUISITION, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"CABINETS, LOCKERS, BINS, AND SHELVING","SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",2024-09-20,18467.7,18467.7,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24718C0214_P00004_-NONE-_0,36C24718C0214,"APOGEE CONSULTING GROUP, P.A.",Department of Veterans Affairs,Department of Veterans Affairs,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,ARCHITECTURAL SERVICES,2024-08-02,21935.0,680683.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24720C0187_P00010_-NONE-_0,36C24720C0187,C & R MOVERS LLC,Department of Veterans Affairs,Department of Veterans Affairs,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,USED HOUSEHOLD AND OFFICE GOODS MOVING,2024-09-19,-27029.52,537555.4,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24420P0455_P00006_-NONE-_0,36C24420P0455,MEDIA PLUMBING & HEATING INC,Department of Veterans Affairs,Department of Veterans Affairs,MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2024-03-12,5800.0,28200.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24422C0046_P00004_-NONE-_0,36C24422C0046,"EGA ASSOCIATES, LLC",Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- ANESTHESIOLOGY,TEMPORARY HELP SERVICES,2024-07-31,389208.5,1585550.98,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24423C0022_P00003_-NONE-_0,36C24423C0022,"THE ARCANUM GROUP, INC.",Department of Veterans Affairs,Department of Veterans Affairs,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,TEMPORARY HELP SERVICES,2024-08-12,-139353.6,167468.8,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24424P0422_0_-NONE-_0,36C24424P0422,BUFFALO SUPPLY INC.,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-03-12,10528.77,10528.77,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24924P0849_0_-NONE-_0,36C24924P0849,BUFFALO SUPPLY INC.,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-08-21,10166.76,10166.76,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24924P0976_0_-NONE-_0,36C24924P0976,BUFFALO SUPPLY INC.,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-05-02,34251.63,34251.63,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24924P1053_0_-NONE-_0,36C24924P1053,BRUNO INDEPENDENT LIVING AIDS INC,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-08-05,12066.78,12066.78,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24924P1056_0_-NONE-_0,36C24924P1056,HOWMEDICA OSTEONICS CORP,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-08-05,31681.0,31681.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C26324P0394_0_-NONE-_0,36C26324P0394,VETERAN LED SOLUTIONS LLC,Department of Veterans Affairs,Department of Veterans Affairs,OFFICE DEVICES AND ACCESSORIES,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,2024-02-08,18360.0,18360.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24723C0014_P00002_-NONE-_0,36C24723C0014,HAMILTON ALLIANCE INC,Department of Veterans Affairs,Department of Veterans Affairs,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,SOLID WASTE COLLECTION,2023-10-01,164232.0,319027.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24723P0021_P00001_-NONE-_0,36C24723P0021,RAS ENTERPRISES LLC,Department of Veterans Affairs,Department of Veterans Affairs,MEDICAL- OTHER,INDUSTRIAL GAS MANUFACTURING,2023-10-01,52868.76,121540.7,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24723P0508_P00001_-NONE-_0,36C24723P0508,"V3GATE, LLC",Department of Veterans Affairs,Department of Veterans Affairs,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR),COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,2024-02-07,3040.0,25027.37,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24724P0632_P00001_-NONE-_0,36C24724P0632,"TRU VANTAGE SOLUTIONS, INC",Department of Veterans Affairs,Department of Veterans Affairs,MAINT/REPAIR/REBUILD OF EQUIPMENT- FIRE CONTROL EQUIPMENT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",2024-04-04,0.0,104150.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24724P0654_P00002_-NONE-_0,36C24724P0654,"CAREFUSION SOLUTIONS, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-07-16,10500.0,181236.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24724P1275_0_-NONE-_0,36C24724P1275,STERIS CORPORATION,Department of Veterans Affairs,Department of Veterans Affairs,"MODIFICATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",OTHER BUILDING EQUIPMENT CONTRACTORS,2024-09-12,18446.23,18446.23,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25020C0105_P00005_-NONE-_0,36C25020C0105,"OMNICELL, INC.",Department of Veterans Affairs,Department of Veterans Affairs,IT AND TELECOM- WEB-BASED SUBSCRIPTION,SOFTWARE PUBLISHERS,2024-02-22,4200.0,21000.0,NOT COMPETED,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25024P0525_0_-NONE-_0,36C25024P0525,VETERANS ELITE INC,Department of Veterans Affairs,Department of Veterans Affairs,"VALVES, POWERED",AIR AND GAS COMPRESSOR MANUFACTURING,2024-01-08,11730.0,11730.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24818P6498_P00007_-NONE-_0,36C24818P6498,"CENTRAL ADMIXTURE PHARMACY SERVICES, INC",Department of Veterans Affairs,Department of Veterans Affairs,DRUGS AND BIOLOGICALS,PHARMACEUTICAL PREPARATION MANUFACTURING,2024-01-08,-1000.0,570732.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24823P2447_P00003_-NONE-_0,36C24823P2447,B & H PW LLC,Department of Veterans Affairs,Department of Veterans Affairs,HOUSEKEEPING- LAUNDRY/DRYCLEANING,DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED),2024-04-02,-598562.05,492489.74,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24824P0684_0_-NONE-_0,36C24824P0684,BROOKS BUILDING SOLUTIONS INC,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",FACILITIES SUPPORT SERVICES,2024-02-02,67899.48,67899.48,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24622P0348_P00005_-NONE-_0,36C24622P0348,"VARIAN MEDICAL SYSTEMS, INC",Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2023-10-01,456566.0,1073356.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24622P1699_P00002_-NONE-_0,36C24622P1699,"PREFERRED SOLUTIONS GROUP, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",AUDIO AND VIDEO EQUIPMENT MANUFACTURING,2024-02-06,27660.0,175908.57,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24624P0821_0_-NONE-_0,36C24624P0821,"WMK, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-03-10,39333.0,39333.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24624P0947_0_-NONE-_0,36C24624P0947,BAXTER HEALTHCARE CORPORATION,Department of Veterans Affairs,Department of Veterans Affairs,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-04-01,29986.4,29986.4,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24718P0665_P00009_-NONE-_0,36C24718P0665,MEDIVATORS INC.,Department of Veterans Affairs,Department of Veterans Affairs,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2023-10-10,-27081.0,112594.47,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C77022P0481_P00006_-NONE-_0,36C77022P0481,CMP COMMERCIAL CONSTRUCTION INC,Department of Veterans Affairs,Department of Veterans Affairs,REPAIR OR ALTERATION OF OTHER INDUSTRIAL BUILDINGS,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,2024-05-10,7500.0,221176.03,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C77024P0257_0_-NONE-_0,36C77024P0257,"ASE DIRECT, INC.",Department of Veterans Affairs,Department of Veterans Affairs,DRUGS AND BIOLOGICALS,PHARMACEUTICAL PREPARATION MANUFACTURING,2024-06-24,11971.2,11971.2,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C77622C0009_P00003_-NONE-_0,36C77622C0009,TRIPLE C-THE A & E GROUP LLC,Department of Veterans Affairs,Department of Veterans Affairs,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,ARCHITECTURAL SERVICES,2024-01-23,0.0,1121359.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C77622C0169_P00003_-NONE-_0,36C77622C0169,"AWEN SOLUTIONS GROUP, LLC",Department of Veterans Affairs,Department of Veterans Affairs,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,ENGINEERING SERVICES,2024-01-30,0.0,3046760.96,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C77624C0126_0_-NONE-_0,36C77624C0126,"SPUR DESIGN, LLC",Department of Veterans Affairs,Department of Veterans Affairs,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,ENGINEERING SERVICES,2024-08-21,1667130.0,1710288.0,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C78620C0285_P00007_-NONE-_0,36C78620C0285,"NINETY FIVE SOUTH, INC",Department of Veterans Affairs,Department of Veterans Affairs,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,JANITORIAL SERVICES,2024-05-29,40825.0,182762.5,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C78621C0067_P00006_-NONE-_0,36C78621C0067,"BORJA ENGINEERING & CONSTRUCTION, INC",Department of Veterans Affairs,Department of Veterans Affairs,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),2023-10-02,25545.0,157320.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25224P1149_0_-NONE-_0,36C25224P1149,"MOBILITY PLUS, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-03-18,12289.27,12289.27,FULL AND OPEN COMPETITION,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25224P1166_0_-NONE-_0,36C25224P1166,"HARMAR MOBILITY, LLC",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-07-23,10880.21,10880.21,FULL AND OPEN COMPETITION,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24924P0777_0_-NONE-_0,36C24924P0777,RC CONSOLIDATED SERVICES INC.,Department of Veterans Affairs,Department of Veterans Affairs,LAUNDRY AND DRY CLEANING EQUIPMENT,ALL OTHER PLASTICS PRODUCT MANUFACTURING,2024-06-14,93000.0,93000.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24924P0977_0_-NONE-_0,36C24924P0977,BUFFALO SUPPLY INC.,Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING,2024-05-17,14295.71,14295.71,NOT COMPETED,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C78624C50078_0_-NONE-_0,36C78624C50078,ABRAHAMSON SERVICES LLC,Department of Veterans Affairs,Department of Veterans Affairs,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,2024-03-07,15010.0,15010.0,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C78624P0029_0_-NONE-_0,36C78624P0029,"VETERANS MONUMENT COMPANY, LLC",Department of Veterans Affairs,Department of Veterans Affairs,MEMORIALS; CEMETERIAL AND MORTUARY EQUIPMENT AND SUPPLIES,CUT STONE AND STONE PRODUCT MANUFACTURING,2024-05-30,915312.5,915312.5,NOT AVAILABLE FOR COMPETITION,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C24818C0003_P00014_-NONE-_0,36C24818C0003,"FCX, LLC",Department of Veterans Affairs,Department of Veterans Affairs,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,COURIERS AND EXPRESS DELIVERY SERVICES,2024-02-26,-2090.38,1888893.15,COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C24819C0149_P00009_-NONE-_0,36C24819C0149,UNIVERSITY OF FLORIDA,Department of Veterans Affairs,Department of Veterans Affairs,HEALTH R&D SERVICES; HEALTH CARE - OTHER; BASIC RESEARCH,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),2024-01-11,-17700.0,94465.0,NOT COMPETED UNDER SAP,FIRM FIXED PRICE,DEFINITIVE CONTRACT
3600_-NONE-_36C25524P0211_0_-NONE-_0,36C25524P0211,"HOME CARE EQUIPMENT, INC.",Department of Veterans Affairs,Department of Veterans Affairs,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",HOME HEALTH CARE SERVICES,2024-02-22,15500.0,15500.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
3600_-NONE-_36C25524P0662_0_-NONE-_0,36C25524P0662,JANUS ADVISORY GROUP LLC,Department of Veterans Affairs,Department of Veterans Affairs,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING,2024-09-17,208847.0,208847.0,COMPETED UNDER SAP,FIRM FIXED PRICE,PURCHASE ORDER
